시도,시군구,구분,2012,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,
,,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,
,,경상자수,1453,986,37,41,3,75,830,405,238,167,,,43,43,18,18,1,1,1768,1186,46,51,5,98,986,497,303,194,,,59,59,23,23,3,3,1744,990,38,21,7,58,866,635,355,280,,,109,109,7,7,3,3,1775,1084,31,19,7,87,940,666,375,291,,,13,13,12,12,0,0,1775,1177,22,16,4,27,1108,575,349,226,,,16,16,7,7,,
,,부상신고자수,190,121,2,6,0,8,105,56,37,19,,,12,12,1,1,0,0,199,126,4,5,1,13,103,64,47,17,,,9,9,0,0,0,0,174,117,3,1,0,9,104,51,37,14,,,6,6,0,0,0,0,249,156,3,1,1,14,137,87,51,36,,,5,5,1,1,0,0,243,165,5,1,0,3,156,71,45,26,,,6,6,1,1,,
,강서구,발생건수,1767,1071,57,18,9,6,981,548,292,256,,,141,141,3,3,4,4,1715,1031,55,17,3,3,953,596,357,239,,,84,84,3,3,1,1,1806,912,36,19,7,3,847,773,397,376,,,110,110,7,7,4,4,1932,1021,44,16,4,5,952,821,420,401,,,86,86,1,1,3,3,1691,946,41,16,5,5,879,645,359,286,,,91,91,4,4,5,5
,,사망자수,25,19,2,0,0,1,16,5,2,3,,,1,1,0,0,0,0,26,18,1,0,0,0,17,7,2,5,,,1,1,0,0,0,0,32,18,4,0,0,0,14,14,8,6,,,0,0,0,0,0,0,12,6,1,0,0,0,5,6,4,2,,,0,0,0,0,0,0,13,4,0,0,0,0,4,8,5,3,,,0,0,0,0,1,1
,,부상자수,2573,1509,59,23,13,17,1397,851,461,390,,,202,202,4,4,7,7,2517,1517,61,24,5,6,1421,869,533,336,,,122,122,8,8,1,1,2614,1315,37,25,12,11,1230,1128,618,510,,,146,146,9,9,16,16,2762,1412,45,20,7,10,1330,1224,692,532,,,112,112,1,1,13,13,2230,1207,43,17,6,9,1132,905,513,392,,,105,105,5,5,8,8
,,중상자수,683,400,31,5,2,2,360,221,124,97,,,61,61,0,0,1,1,699,428,32,6,2,2,386,227,135,92,,,39,39,5,5,0,0,622,315,20,6,2,1,286,256,151,105,,,41,41,1,1,9,9,648,333,19,7,1,5,301,292,173,119,,,21,21,0,0,2,2,484,279,16,6,1,3,253,175,100,75,,,30,30,0,0,0,0
,,경상자수,1735,1008,27,18,9,13,941,583,304,279,,,135,135,3,3,6,6,1664,984,28,17,3,4,932,598,368,230,,,78,78,3,3,1,1,1835,936,17,17,7,8,887,791,418,373,,,95,95,6,6,7,7,1853,953,26,13,2,5,907,824,453,371,,,65,65,0,0,11,11,1536,819,23,10,4,5,777,641,363,278,,,65,65,4,4,7,7
,,부상신고자수,155,101,1,0,2,2,96,47,33,14,,,6,6,1,1,0,0,154,105,1,1,0,0,103,44,30,14,,,5,5,0,0,0,0,157,64,0,2,3,2,57,81,49,32,,,10,10,2,2,0,0,261,126,0,0,4,0,122,108,66,42,,,26,26,1,1,0,0,210,109,4,1,1,1,102,89,50,39,,,10,10,1,1,1,1
,구로구,발생건수,1582,1008,141,71,4,14,778,540,348,192,,,11,11,12,12,11,11,1415,854,108,22,1,15,708,537,355,182,,,12,12,3,3,9,9,1566,930,133,42,6,15,734,603,381,222,,,20,20,7,7,6,6,1508,917,113,34,3,15,752,568,367,201,,,10,10,5,5,8,8,1511,856,91,29,3,12,721,608,424,184,,,33,33,5,5,9,9
,,사망자수,21,13,3,0,0,0,10,7,3,4,,,0,0,1,1,0,0,19,16,2,0,0,0,14,3,3,0,,,0,0,0,0,0,0,19,17,3,2,0,0,12,2,1,1,,,0,0,0,0,0,0,19,11,3,0,0,0,8,8,4,4,,,0,0,0,0,0,0,9,7,1,0,0,0,6,1,0,1,,,0,0,0,0,1,1
,,부상자수,2366,1431,151,94,6,25,1155,894,586,308,,,11,11,15,15,15,15,2165,1263,120,30,3,33,1077,869,567,302,,,15,15,4,4,14,14,2205,1266,145,65,6,20,1030,895,569,326,,,21,21,14,14,9,9,2127,1280,126,51,6,29,1068,815,552,263,,,10,10,6,6,16,16,2139,1200,98,39,10,22,1031,879,641,238,,,39,39,6,6,15,15
,,중상자수,616,401,76,38,0,5,282,198,128,70,,,7,7,7,7,3,3,559,347,54,12,2,4,275,201,140,61,,,4,4,1,1,6,6,642,362,65,14,2,4,277,267,182,85,,,7,7,4,4,2,2,559,343,65,15,1,8,254,208,148,60,,,3,3,1,1,4,4,570,298,47,13,0,0,238,263,185,78,,,6,6,1,1,2,2
,,경상자수,1582,935,68,55,4,18,790,626,408,218,,,2,2,8,8,11,11,1406,799,58,17,1,27,696,585,382,203,,,11,11,3,3,8,8,1310,757,68,45,3,14,627,528,324,204,,,12,12,8,8,5,5,1341,810,47,33,5,20,705,511,335,176,,,4,4,5,5,11,11,1401,805,42,24,10,18,711,550,399,151,,,29,29,5,5,12,12
,,부상신고자수,168,95,7,1,2,2,83,70,50,20,,,2,2,0,0,1,1,200,117,8,1,0,2,106,83,45,38,,,0,0,0,0,0,0,253,147,12,6,1,2,126,100,63,37,,,2,2,2,2,2,2,227,127,14,3,0,1,109,96,69,27,,,3,3,0,0,1,1,168,97,9,2,0,4,82,66,57,9,,,4,4,0,0,1,1
,영등포구,발생건수,2179,1250,71,48,2,37,1092,867,585,282,,,48,48,10,10,4,4,2157,1207,80,39,4,32,1052,865,580,285,,,74,74,11,11,,,2193,1213,80,32,2,45,1054,891,493,398,,,77,77,12,12,,,2462,1195,81,29,2,36,1047,1087,610,477,,,155,155,21,21,4,4,2403,1366,46,21,4,53,1242,944,566,378,,,82,82,7,7,4,4
,,사망자수,32,21,3,3,0,2,13,8,3,5,,,1,1,2,2,0,0,29,16,2,3,0,0,11,13,11,2,,,0,0,0,0,,,26,18,2,1,0,0,15,8,6,2,,,0,0,0,0,,,28,17,4,0,0,1,12,9,3,6,,,1,1,0,0,1,1,22,18,1,0,0,0,17,3,2,1,,,1,1,0,0,0,0
,,부상자수,3206,1814,74,60,4,56,1620,1313,893,420,,,59,59,13,13,7,7,3128,1680,80,50,6,69,1475,1337,869,468,,,92,92,19,19,,,3128,1706,81,38,2,87,1498,1303,721,582,,,97,97,22,22,,,3564,1648,81,36,4,64,1463,1662,992,670,,,209,209,41,41,4,4,3473,1923,47,28,5,83,1760,1419,891,528,,,119,119,8,8,4,4
,,중상자수,781,449,26,23,0,8,392,313,219,94,,,12,12,6,6,1,1,719,412,38,13,3,18,340,281,192,89,,,22,22,4,4,,,781,406,41,9,0,20,336,346,210,136,,,21,21,8,8,,,796,370,30,17,0,8,315,368,238,130,,,48,48,8,8,2,2,713,421,29,8,1,16,367,264,164,100,,,22,22,4,4,2,2
,,경상자수,2227,1242,43,35,4,43,1117,932,622,310,,,41,41,7,7,5,5,2136,1121,37,34,3,49,998,940,609,331,,,62,62,13,13,,,2053,1125,37,26,2,56,1004,845,450,395,,,70,70,13,13,,,2320,1073,47,17,4,43,962,1068,634,434,,,146,146,31,31,2,2,2427,1318,18,19,4,61,1216,1017,639,378,,,86,86,4,4,2,2
,,부상신고자수,198,123,5,2,0,5,111,68,52,16,,,6,6,0,0,1,1,273,147,5,3,0,2,137,116,68,48,,,8,8,2,2,,,294,175,3,3,0,11,158,112,61,51,,,6,6,1,1,,,448,205,4,2,0,13,186,226,120,106,,,15,15,2,2,0,0,333,184,0,1,0,6,177,138,88,50,,,11,11,0,0,0,0
,동작구,발생건수,1258,796,72,42,1,9,672,436,243,193,,,24,24,,,2,2,1233,766,73,32,6,11,644,433,257,176,,,28,28,4,4,2,2,1399,867,72,22,2,12,759,511,303,208,,,16,16,3,3,2,2,1386,852,69,20,1,7,755,521,284,237,,,9,9,3,3,1,1,1471,999,76,32,2,9,880,461,273,188,,,10,10,1,1,,
,,사망자수,14,10,2,1,0,0,7,4,3,1,,,0,0,,,0,0,11,8,0,0,0,0,8,3,1,2,,,0,0,0,0,0,0,13,11,3,1,0,0,7,2,2,0,,,0,0,0,0,0,0,7,5,0,0,0,0,5,2,2,0,,,0,0,0,0,0,0,19,13,1,1,0,0,11,5,3,2,,,1,1,0,0,,
,,부상자수,1707,1082,76,57,1,17,931,595,346,249,,,28,28,,,2,2,1848,1094,83,38,13,19,941,712,434,278,,,32,32,8,8,2,2,1901,1177,73,28,2,24,1050,702,430,272,,,17,17,3,3,2,2,1994,1207,77,26,1,17,1086,771,423,348,,,11,11,4,4,1,1,2028,1354,81,34,2,10,1227,663,406,257,,,10,10,1,1,,
,,중상자수,473,312,43,20,0,5,244,150,84,66,,,10,10,,,1,1,470,284,40,10,2,5,227,170,105,65,,,16,16,0,0,0,0,471,291,25,7,1,4,254,177,108,69,,,2,2,1,1,0,0,447,290,32,8,0,3,247,155,90,65,,,1,1,1,1,0,0,428,293,31,8,1,1,252,132,81,51,,,3,3,0,0,,
,,경상자수,1132,699,27,36,1,10,625,416,246,170,,,16,16,,,1,1,1213,712,39,26,9,13,625,476,289,187,,,15,15,8,8,2,2,1201,752,41,21,0,14,676,435,271,164,,,11,11,1,1,2,2,1298,768,34,18,1,12,703,517,270,247,,,9,9,3,3,1,1,1411,936,44,21,1,8,862,468,288,180,,,6,6,1,1,,
,,부상신고자수,102,71,6,1,0,2,62,29,16,13,,,2,2,,,0,0,165,98,4,2,2,1,89,66,40,26,,,1,1,0,0,0,0,229,134,7,0,1,6,120,90,51,39,,,4,4,1,1,0,0,249,149,11,0,0,2,136,99,63,36,,,1,1,0,0,0,0,189,125,6,5,0,1,113,63,37,26,,,1,1,0,0,,
,관악구,발생건수,1713,1110,83,40,,2,985,578,313,265,,,24,24,,,1,1,1753,1048,66,44,,8,930,631,314,317,,,73,73,1,1,,,1716,984,55,42,2,2,883,662,331,331,,,70,70,,,,,1625,989,41,22,2,2,922,592,320,272,,,42,42,,,2,2,1408,792,41,26,4,1,720,572,333,239,,,41,41,1,1,2,2
,,사망자수,20,16,2,1,,0,13,4,2,2,,,0,0,,,0,0,20,15,1,0,,0,14,4,4,0,,,1,1,0,0,,,22,14,1,1,0,0,12,8,5,3,,,0,0,,,,,12,6,1,0,0,0,5,6,3,3,,,0,0,,,0,0,19,11,0,0,1,0,10,8,1,7,,,0,0,0,0,0,0
,,부상자수,2299,1430,85,47,,4,1294,841,465,376,,,27,27,,,1,1,2482,1446,74,62,,8,1302,930,430,500,,,102,102,4,4,,,2317,1325,63,63,4,2,1193,904,460,444,,,88,88,,,,,2135,1287,45,32,3,3,1204,787,419,368,,,58,58,,,3,3,1895,1053,47,40,5,1,960,788,484,304,,,50,50,2,2,2,2
,,중상자수,587,364,34,12,,0,318,216,125,91,,,6,6,,,1,1,593,364,28,19,,4,313,213,105,108,,,16,16,0,0,,,567,336,28,14,0,0,294,215,117,98,,,16,16,,,,,501,300,20,7,0,0,273,193,111,82,,,8,8,,,0,0,454,255,21,11,1,0,222,185,119,66,,,12,12,1,1,1,1
,,경상자수,1521,935,41,30,,4,860,566,309,257,,,20,20,,,0,0,1622,956,39,37,,4,876,595,293,302,,,67,67,4,4,,,1488,857,30,40,4,2,781,570,270,300,,,61,61,,,,,1461,879,23,19,2,3,832,529,279,250,,,50,50,,,3,3,1289,723,24,27,3,1,668,529,324,205,,,35,35,1,1,1,1
,,부상신고자수,191,131,10,5,,0,116,59,31,28,,,1,1,,,0,0,267,126,7,6,,0,113,122,32,90,,,19,19,0,0,,,262,132,5,9,0,0,118,119,73,46,,,11,11,,,,,173,108,2,6,1,0,99,65,29,36,,,0,0,,,0,0,152,75,2,2,1,0,70,74,41,33,,,3,3,0,0,0,0
,강남구,발생건수,3843,2529,141,68,13,7,2300,1214,695,519,,,95,95,2,2,3,3,3610,2282,93,47,8,7,2127,1248,653,595,,,75,75,4,4,1,1,3624,2252,100,40,7,25,2080,1257,668,589,,,103,103,6,6,6,6,3970,2396,111,193,7,23,2062,1496,773,723,,,71,71,6,6,1,1,3828,2252,121,101,4,28,1998,1413,746,667,,,153,153,6,6,4,4
,,사망자수,25,19,2,0,0,0,17,6,4,2,,,0,0,0,0,0,0,31,20,3,0,0,0,17,9,3,6,,,0,0,2,2,0,0,17,13,2,0,0,0,11,4,2,2,,,0,0,0,0,0,0,20,14,1,1,0,0,12,6,3,3,,,0,0,0,0,0,0,12,5,1,0,0,1,3,7,6,1,,,0,0,0,0,0,0
,,부상자수,5666,3682,150,112,34,10,3376,1853,1060,793,,,126,126,2,2,3,3,5326,3355,102,55,16,14,3168,1875,954,921,,,82,82,7,7,7,7,5269,3195,114,58,15,66,2942,1933,1055,878,,,116,116,12,12,13,13,5686,3397,137,273,9,59,2919,2197,1142,1055,,,82,82,8,8,2,2,5445,3166,143,138,10,47,2828,2072,1076,996,,,197,197,6,6,4,4
,,중상자수,1414,933,70,40,9,3,811,453,282,171,,,27,27,0,0,1,1,1264,758,44,14,3,1,696,487,277,210,,,16,16,0,0,3,3,1209,728,51,16,1,12,648,447,263,184,,,32,32,0,0,2,2,1173,671,45,55,3,12,556,479,289,190,,,21,21,0,0,2,2,1091,591,37,35,1,8,510,464,259,205,,,35,35,0,0,1,1
,,경상자수,3874,2516,66,67,21,3,2359,1268,694,574,,,86,86,2,2,2,2,3604,2301,51,38,12,13,2187,1236,601,635,,,56,56,7,7,4,4,3467,2132,53,37,10,51,1981,1245,641,604,,,72,72,11,11,7,7,3807,2289,80,184,4,36,1985,1462,721,741,,,49,49,7,7,0,0,3707,2182,87,89,9,32,1965,1384,702,682,,,132,132,6,6,3,3
,,부상신고자수,378,233,14,5,4,4,206,132,84,48,,,13,13,0,0,0,0,458,296,7,3,1,0,285,152,76,76,,,10,10,0,0,0,0,593,335,10,5,4,3,313,241,151,90,,,12,12,1,1,4,4,706,437,12,34,2,11,378,256,132,124,,,12,12,1,1,0,0,647,393,19,14,0,7,353,224,115,109,,,30,30,0,0,0,0
,강동구,발생건수,1458,740,55,32,,1,652,639,350,289,,,77,77,,,2,2,1356,612,51,34,,5,522,652,379,273,,,88,88,2,2,2,2,1442,746,48,15,,11,672,653,377,276,,,40,40,,,3,3,1494,849,60,17,,7,765,571,327,244,,,73,73,1,1,,,1426,816,44,11,,5,756,506,336,170,,,100,100,4,4,,
,,사망자수,18,13,1,2,,0,10,2,1,1,,,3,3,,,0,0,12,7,0,0,,0,7,3,0,3,,,2,2,0,0,0,0,14,8,0,0,,1,7,5,2,3,,,1,1,,,0,0,23,14,1,0,,0,13,8,3,5,,,1,1,0,0,,,17,11,1,0,,0,10,5,5,0,,,1,1,0,0,,
,,부상자수,2029,1020,56,43,,1,920,908,484,424,,,99,99,,,2,2,1942,872,58,55,,11,748,946,554,392,,,114,114,5,5,5,5,2014,1060,50,21,,17,972,893,507,386,,,55,55,,,6,6,2129,1196,61,21,,10,1104,824,478,346,,,105,105,4,4,,,1957,1133,49,12,,11,1061,700,452,248,,,120,120,4,4,,
,,중상자수,622,328,27,15,,0,286,260,161,99,,,34,34,,,0,0,545,242,30,16,,3,193,280,174,106,,,23,23,0,0,0,0,575,280,19,5,,7,249,272,166,106,,,18,18,,,5,5,543,335,30,9,,4,292,188,123,65,,,18,18,2,2,,,514,296,24,3,,2,267,183,128,55,,,33,33,2,2,,
,,경상자수,1305,630,27,25,,1,577,613,306,307,,,60,60,,,2,2,1289,580,27,39,,5,509,613,356,257,,,86,86,5,5,5,5,1324,712,29,14,,10,659,576,312,264,,,35,35,,,1,1,1427,766,28,10,,5,723,572,315,257,,,87,87,2,2,,,1265,731,21,8,,9,693,457,292,165,,,75,75,2,2,,
,,부상신고자수,102,62,2,3,,0,57,35,17,18,,,5,5,,,0,0,108,50,1,0,,3,46,53,24,29,,,5,5,0,0,0,0,115,68,2,2,,0,64,45,29,16,,,2,2,,,0,0,159,95,3,2,,1,89,64,40,24,,,0,0,0,0,,,178,106,4,1,,0,101,60,32,28,,,12,12,0,0,,
,송파구,발생건수,2844,1540,134,70,1,17,1318,1205,663,542,,,96,96,2,2,1,1,2473,1390,126,41,,18,1205,989,594,395,,,88,88,2,2,4,4,2608,1365,121,39,1,12,1192,1168,663,505,,,72,72,2,2,1,1,2687,1390,108,36,1,25,1220,1234,699,535,,,57,57,2,2,4,4,2598,1395,119,33,,17,1226,1147,689,458,,,49,49,3,3,4,4
,,사망자수,14,9,2,0,0,0,7,5,3,2,,,0,0,0,0,0,0,21,14,1,1,,0,12,7,5,2,,,0,0,0,0,0,0,24,13,2,1,0,0,10,10,6,4,,,0,0,1,1,0,0,16,9,3,0,0,0,6,7,6,1,,,0,0,0,0,0,0,14,8,2,0,,0,6,4,3,1,,,0,0,1,1,1,1
,,부상자수,4060,2172,141,93,1,39,1898,1754,960,794,,,127,127,6,6,1,1,3556,1995,137,62,,29,1767,1449,876,573,,,105,105,3,3,4,4,3635,1885,131,56,1,19,1678,1662,913,749,,,83,83,4,4,1,1,3763,1845,114,49,3,44,1635,1833,1007,826,,,72,72,7,7,6,6,3646,1907,126,42,,30,1709,1677,1044,633,,,56,56,2,2,4,4
,,중상자수,1004,547,69,23,1,9,445,424,252,172,,,31,31,2,2,0,0,955,520,70,19,,7,424,393,263,130,,,36,36,3,3,3,3,936,480,55,11,1,4,409,432,247,185,,,22,22,2,2,0,0,928,479,49,12,0,12,406,419,256,163,,,24,24,4,4,2,2,812,427,60,12,,5,350,370,242,128,,,11,11,1,1,3,3
,,경상자수,2794,1482,64,65,0,28,1325,1218,642,576,,,90,90,4,4,0,0,2265,1272,58,34,,17,1163,939,540,399,,,54,54,0,0,0,0,2231,1163,61,36,0,13,1053,1020,537,483,,,45,45,2,2,1,1,2249,1105,51,25,3,28,998,1112,585,527,,,26,26,3,3,3,3,2308,1203,51,28,,24,1100,1069,645,424,,,34,34,1,1,1,1
,,부상신고자수,262,143,8,5,0,2,128,112,66,46,,,6,6,0,0,1,1,336,203,9,9,,5,180,117,73,44,,,15,15,0,0,1,1,468,242,15,9,0,2,216,210,129,81,,,16,16,0,0,0,0,586,261,14,12,0,4,231,302,166,136,,,22,22,0,0,1,1,526,277,15,2,,1,259,238,157,81,,,11,11,0,0,0,0
,서초구,발생건수,2090,1344,85,36,3,9,1211,673,308,365,,,53,53,17,17,3,3,2055,1237,37,39,1,8,1152,708,324,384,,,86,86,21,21,3,3,2217,1428,68,46,1,24,1289,670,358,312,,,87,87,24,24,8,8,2160,1425,63,38,7,14,1303,664,334,330,,,53,53,14,14,4,4,2313,1536,38,21,9,12,1456,722,363,359,,,42,42,11,11,2,2
,,사망자수,25,17,2,1,0,0,14,8,5,3,,,0,0,0,0,0,0,19,12,1,0,0,0,11,7,3,4,,,0,0,0,0,0,0,13,9,1,2,0,0,6,4,0,4,,,0,0,0,0,0,0,20,16,0,1,1,0,14,4,1,3,,,0,0,0,0,0,0,16,11,0,0,0,0,11,3,0,3,,,1,1,0,0,1,1
,,부상자수,3214,2075,92,53,4,21,1905,1029,483,546,,,73,73,30,30,7,7,3304,2048,37,45,1,13,1952,1056,504,552,,,144,144,49,49,7,7,3446,2278,68,61,1,56,2092,988,528,460,,,120,120,48,48,12,12,3358,2312,68,53,20,54,2117,951,497,454,,,66,66,21,21,8,8,3473,2352,43,34,13,18,2244,1049,533,516,,,48,48,22,22,2,2
,,중상자수,824,510,45,11,1,5,448,291,153,138,,,21,21,0,0,2,2,817,513,18,19,0,2,474,257,138,119,,,35,35,12,12,0,0,825,544,41,17,0,13,473,241,141,100,,,32,32,6,6,2,2,823,539,35,15,5,4,480,240,131,109,,,31,31,7,7,6,6,693,458,18,10,2,3,425,214,116,98,,,15,15,4,4,2,2
,,경상자수,2191,1427,44,41,3,16,1323,683,305,378,,,50,50,27,27,4,4,2195,1344,17,23,1,11,1292,715,325,390,,,95,95,36,36,5,5,2308,1519,24,41,1,35,1418,664,341,323,,,76,76,42,42,7,7,2190,1518,27,30,15,28,1418,627,329,298,,,30,30,13,13,2,2,2369,1609,19,22,9,13,1546,717,367,350,,,27,27,16,16,0,0
,,부상신고자수,199,138,3,1,0,0,134,55,25,30,,,2,2,3,3,1,1,292,191,2,3,0,0,186,84,41,43,,,14,14,1,1,2,2,313,215,3,3,0,8,201,83,46,37,,,12,12,0,0,3,3,345,255,6,8,0,22,219,84,37,47,,,5,5,1,1,0,0,411,285,6,2,2,2,273,118,50,68,,,6,6,2,2,0,0
,양천구,발생건수,1418,822,66,29,2,3,722,549,299,250,,,43,43,,,4,4,1340,708,62,27,3,2,614,558,313,245,,,60,60,1,1,13,13,1466,816,55,17,5,5,734,560,316,244,,,80,80,1,1,9,9,1596,961,43,11,5,4,898,618,354,264,,,15,15,,,2,2,1493,894,41,10,2,2,839,584,334,250,,,12,12,1,1,2,2
,,사망자수,14,10,2,0,0,0,8,4,2,2,,,0,0,,,0,0,14,9,0,2,0,0,7,5,2,3,,,0,0,0,0,0,0,13,7,0,0,0,0,7,4,2,2,,,1,1,1,1,0,0,14,11,0,1,1,0,9,3,3,0,,,0,0,,,0,0,12,9,0,0,0,0,9,3,2,1,,,0,0,0,0,0,0
,,부상자수,2036,1145,72,39,6,7,1021,838,430,408,,,49,49,,,4,4,1905,967,68,33,4,2,860,824,445,379,,,73,73,1,1,40,40,2000,1095,61,23,5,5,1001,786,438,348,,,105,105,0,0,14,14,2231,1321,48,11,14,7,1241,890,495,395,,,18,18,,,2,2,2056,1201,44,12,3,2,1140,839,493,346,,,13,13,1,1,2,2
,,중상자수,538,302,37,11,0,3,251,221,103,118,,,14,14,,,1,1,477,247,27,12,1,1,206,207,118,89,,,14,14,0,0,9,9,449,267,21,5,2,1,238,159,104,55,,,21,21,0,0,2,2,535,323,21,3,0,1,298,207,134,73,,,4,4,,,1,1,438,268,16,4,1,0,247,170,108,62,,,0,0,0,0,0,0
,,경상자수,1373,777,29,27,6,4,711,560,289,271,,,34,34,,,2,2,1292,658,33,20,3,1,601,549,294,255,,,54,54,1,1,30,30,1385,750,37,18,2,4,689,548,283,265,,,76,76,0,0,11,11,1513,890,21,6,13,6,844,609,322,287,,,13,13,,,1,1,1410,806,22,7,2,1,774,588,346,242,,,13,13,1,1,2,2
,,부상신고자수,125,66,6,1,0,0,59,57,38,19,,,1,1,,,1,1,136,62,8,1,0,0,53,68,33,35,,,5,5,0,0,1,1,166,78,3,0,1,0,74,79,51,28,,,8,8,0,0,1,1,183,108,6,2,1,0,99,74,39,35,,,1,1,,,0,0,208,127,6,1,0,1,119,81,39,42,,,0,0,0,0,0,0
,중랑구,발생건수,1753,930,62,42,,3,823,802,443,359,,,15,15,2,2,4,4,1716,889,61,60,1,6,761,791,458,333,,,29,29,2,2,5,5,1622,876,62,28,,6,780,713,436,277,,,30,30,2,2,1,1,1722,894,62,22,10,6,794,806,545,261,,,16,16,2,2,4,4,1535,889,60,14,5,14,796,606,401,205,,,34,34,2,2,4,4
,,사망자수,11,9,1,0,,0,8,2,1,1,,,0,0,0,0,0,0,9,6,3,0,1,0,2,2,2,0,,,0,0,1,1,0,0,11,5,1,0,,0,4,6,5,1,,,0,0,0,0,0,0,16,10,1,1,2,0,6,6,4,2,,,0,0,0,0,0,0,9,7,0,1,0,0,6,2,1,1,,,0,0,0,0,0,0
,,부상자수,2401,1240,74,54,,8,1104,1134,624,510,,,17,17,6,6,4,4,2369,1213,67,69,0,9,1068,1115,640,475,,,34,34,2,2,5,5,2180,1160,64,37,,7,1052,973,607,366,,,43,43,2,2,2,2,2269,1162,68,27,19,10,1038,1079,722,357,,,18,18,5,5,5,5,2030,1152,71,15,8,17,1041,830,559,271,,,40,40,3,3,5,5
,,중상자수,636,349,32,21,,3,293,279,160,119,,,4,4,2,2,2,2,636,330,38,24,0,3,265,294,189,105,,,9,9,1,1,2,2,630,339,31,16,,2,290,280,179,101,,,10,10,1,1,0,0,578,294,29,11,5,3,246,279,190,89,,,3,3,1,1,1,1,440,249,26,1,2,7,213,181,125,56,,,6,6,2,2,2,2
,,경상자수,1542,782,37,30,,5,710,745,407,338,,,10,10,4,4,1,1,1472,758,26,31,0,6,695,691,369,322,,,21,21,0,0,2,2,1250,658,27,18,,4,609,561,341,220,,,28,28,1,1,2,2,1367,708,29,13,12,6,648,639,419,220,,,12,12,4,4,4,4,1362,792,40,12,4,10,726,542,359,183,,,24,24,1,1,3,3
,,부상신고자수,223,109,5,3,,0,101,110,57,53,,,3,3,0,0,1,1,261,125,3,14,0,0,108,130,82,48,,,4,4,1,1,1,1,300,163,6,3,,1,153,132,87,45,,,5,5,0,0,0,0,324,160,10,3,2,1,144,161,113,48,,,3,3,0,0,0,0,228,111,5,2,2,0,102,107,75,32,,,10,10,0,0,0,0
,노원구,발생건수,1623,772,74,29,2,13,654,796,414,382,,,45,45,5,5,5,5,1522,746,49,17,7,6,667,725,364,361,,,43,43,,,8,8,1516,770,64,33,4,8,661,676,342,334,,,63,63,,,7,7,1459,709,62,25,8,8,606,696,373,323,,,45,45,2,2,7,7,1535,773,50,23,10,8,682,718,400,318,,,36,36,2,2,6,6
,,사망자수,13,8,1,0,0,0,7,5,5,0,,,0,0,0,0,0,0,13,10,0,0,0,0,10,3,2,1,,,0,0,,,0,0,17,11,1,0,0,0,10,5,2,3,,,1,1,,,0,0,15,7,0,0,0,0,7,7,5,2,,,0,0,0,0,1,1,13,4,0,0,1,0,3,9,7,2,,,0,0,0,0,0,0
,,부상자수,2330,1091,83,37,4,21,946,1160,577,583,,,59,59,11,11,9,9,2175,1035,49,19,17,12,938,1066,499,567,,,63,63,,,11,11,2038,1020,68,41,6,11,894,933,475,458,,,69,69,,,16,16,2098,1036,64,32,25,12,903,997,521,476,,,55,55,2,2,8,8,2216,1101,54,30,19,11,987,1054,575,479,,,43,43,9,9,9,9
,,중상자수,622,295,40,14,2,8,231,303,171,132,,,19,19,3,3,2,2,533,258,19,7,6,1,225,257,142,115,,,16,16,,,2,2,522,270,31,11,3,1,224,226,125,101,,,23,23,,,3,3,518,229,18,11,5,2,193,277,148,129,,,12,12,0,0,0,0,533,276,20,8,6,4,238,245,137,108,,,10,10,2,2,0,0
,,경상자수,1575,734,37,22,2,13,660,789,371,418,,,38,38,8,8,6,6,1447,692,29,11,10,11,631,706,306,400,,,42,42,,,7,7,1309,630,31,22,3,10,564,629,309,320,,,37,37,,,13,13,1302,668,39,19,13,9,588,584,297,287,,,40,40,2,2,8,8,1446,705,28,20,10,7,640,701,373,328,,,26,26,7,7,7,7
,,부상신고자수,133,62,6,1,0,0,55,68,35,33,,,2,2,0,0,1,1,195,85,1,1,1,0,82,103,51,52,,,5,5,,,2,2,207,120,6,8,0,0,106,78,41,37,,,9,9,,,0,0,278,139,7,2,7,1,122,136,76,60,,,3,3,0,0,0,0,237,120,6,2,3,0,109,108,65,43,,,7,7,0,0,2,2
,광진구,발생건수,1494,975,87,62,2,45,779,467,261,206,,,46,46,3,3,3,3,1303,808,68,30,,43,667,450,245,205,,,34,34,10,10,1,1,1480,929,66,26,,23,814,522,289,233,,,23,23,4,4,2,2,1235,805,44,11,,24,726,403,252,151,,,19,19,7,7,1,1,1045,625,48,11,,16,550,374,238,136,,,39,39,7,7,,
